a cappella	86793,106285
duty	2899,3640,3641,3704,5723,25122,31326,43637,62956
duvet	17377
dwarf	46782,46784,46800,49363,104731,105874
dwarfish	81743
dwarfishness	27685
dwarfism	69425
dwell	96047,97204,105660,105675
dwelling	5339,15330,17342,19771,20313,24025,38900,43042,45081,45340,45603
dwindle	93899
dye	1306,30385,72069,93976
dyeing	1304,1306
dying	973,72919,73775,78520
dyke	10888,16768,17456,48465,100464
dysentery	67393
eager	39133,39134,78519,78917
eagerly	107660
eagle	7938,7986,7992,7996,8003,36226,63389,64417,97966
ear	28750,28751,28764,28765,28766,30465,30689,61963
ear canal	28372
ear lobe	28764,28767
earache	68441
eardrum	28740,28772
earful	35377,35390,38155
earlobe	28764,28767
earmuff	17352
earnest	63145,84757,85940,86323
earnestness	25362,26382,39745
earnings	34170,38558,39522,62617,62733
earring	17354,21091
earshot	45271
earsplitting	82113
earth	552,660,18508,30528,45273,45728,46081,46235,46239,46764,71235,71244,98940,103249
earthquake	39270,39271,39272,66612
earthworm	9708,11876
earthy	77846,81311,82820,84915,90963
ease	5391,5836,25312,25337,25668,25669,26030,26045,39345,69118,69350,93037,95143,101577,101667
easel	17357,22438,25124
easing	1734,6345,38874
eastbound	78579
easter egg	41869,41870
easterner	49376
easy	73834,74924,75960,76666,77996,78199,78574,80368,80638,81077,84175,85381,87464,107267,107268,107368
eat	4227,40020,93932,98216,98254,98263,98321,101346
eat out	98259
eatable	39986,78613
eater	41004,49378
eating	4227,4237,4246
eats	40020
eavesdrop	103463
eavesdropper	49379
ebony	26905,60240,60241,76145
echo	4198,27081,27191,27192,30399,38032,46826,97196,103432,105777
echoless	85292
eclair	40452
eclipse	38936,38938,38940,103302,105925,106232
ecstasy	13982,20197,66656,66662
ecstatic	81602
ecstatically	108527
eczema	67881
edema	68382
edge	16701,17366,17367,17370,18747,21679,27771,27927,27935,28001,28307,40770,45091,45280,46006,66229,98671,99853,102882,104309
edgeless	78460
edgy	87696
edibility	27125
edible	39986,78613
edibleness	27125
edict	6019,34440,34446,35033,35440
edification	32071,35513
edifice	15240,15330,17342
editing	2962,4757,5122,16247,21194,34016,34022
educate	95596,104434,104438
educated	78619,81258
education	1281,3091,4460,26717,30945,32055,32061,32071,32107,43281
educational	81363,91225
educationally	108530
educator	49391
eelworm	9687
eerie	79371,82843
eerily	108531
effects	62543
effigy	17372,23433,31007,37560
effortful	78648
effortless	78200,78658
egg	7183,29455,29772,40482,41864,41865,41866,41883,98757,100061
egg roll	42045
egg white	41865
eggbeater	17374,18495,18801
eggnog	42491
eggplant	41033,60843
eggshell	46489
ego	26567,30220,30552,39723
egocentric	49397,74349
egoistic	74349
egomaniac	49398
egotism	26267,26269,26541,26544,39723,39724
egotist	49399
ejaculate	29200,29453,92902,97308
ejaculation	201,37647,37649,63810
ejaculator	49401,49402
eject	93152,99387,99859,102901
elaborate	75661,84106,93818,94572,97189,100673
elaboration	1168,1275,1820,1821,22447,25932,31137,37722,37886,38877
elastic	17382,17383,22287,23015,78685,79699
elastic band	17383,22287
elasticity	25423,27239,27242,27243,27247,30377
elate	101561
elated	77957,81603
elation	39823,39825,39832,39961,68905
elbow	12800,17386,17387,17388,30015,30052,30079,98628,101849
elder	49403,49404,59793,85833
elderly	42557,83216
election	825,830,31965,66349
electric	17390,79107,87697,90453
electric chair	17399
electric charge	53996
electric current	54045
electric razor	22696
electric shock	4231,5897,68262
electrical shock	4231
electrician	49410
electrocardiograph	15622
electrolyte	71259
electromagnet	17428
electronic device	17394,17437,17438
electronics	17438,32461,46088
electroplate	17445,99498
electroshock	3568
electrostatic	32462,89694
electrostatics	32462
electrotherapy	3344
elegance	25542,25559,26162,26163,26167,26664,27158
elegant	78724,80340,80351
element	14709,16312,31509,42616,45291,6,66083,66389,70059,71223
elephant	12995,36227
elevate	95293,102369,104480
elevator	16873,17315,17451,17452
elevator shaft	17453
elicit	96162,100694,101321
eliminate	92994,94904,94909,95463,95962,97910,105558
elixir	19924,20917,42162,42163,69843,71224
elk	12582,12587,12594
elliptic	77054,85513,86251
elliptical	77054,85513
eloquence	25383,27616,37375,37415,38257,38260
eloquent	37375,74741
emaciate	94514,94515
email	33270,97545
emancipationist	47741
emasculated	86042
emasculation	3500,12253,25470,25471
embalmment	4138
embarrassed	74767,76681,76959
embarrassing	78183,84149
embarrassingly	108546
embarrassment	27745,27962,30603,38610,39714,39716,39802,66655
ember	45999,46091
embitter	101381
emblem	17459,36034,36222,38433
embody	105881,105885,106118
embrace	824,2055,69018,95589,99654,105561
embracing	2055
embroider	17204,97191,100861
embroidery	17460,37887
emcee	50925,105388
emerald	26954,63272,71269
emergence	109,139,194,38681,38708
emergency	18638,26079,38531,39211,66894
emergency exit	17800
emergency room	17461,17823
eminent	80707,81112,87270,87317
eminently	108547
emission	5370,6364,39296,39313,63783,63821,71283
emoticon	33272,33273
emotion	39558,39749
emotional	74258,78035,78748,84858,91458
emotionalism	25261,25382
emotionality	25261
emotionally	107545,107546
empathetic	87530
empathic	87530
empathize	95556
empathy	39978
emphasis	27318,27327,37426,37428,37440,37530,69061
emphasize	97459,97463
emphatically	106490
emphysema	67473
employee	49438
employer	49439
emporium	16869,20029
empower	104833,104834
empowerment	5770
empty	17467,17885,80055,80068,81064,82393,86876,92995,94798,94805,99959,102899
emu	7442,7460,64451
emulator	48927
emulsify	95049,95050
enactment	2727,4720,5702,5708,6053,34404,34508,35119,38258
enamor	101538
enamored	82186
encapsulation	63822,66717
encase	99948
encasement	1563
enchantress	49444,49445
enchilada	42047
encirclement	4830,5452,6069
enclosure	1560,4830,17476,19771,20882,20969,23632,33858,34089,45223,45451,45475,45542,46092
encore	391,96285
encounter	650,4842,37929,39199,97795,102628,103732,106063,106113
encourage	96364,101592,105212
encouragement	6132,31302,35241,38280,38312,39898
encouraging	40099,78811,87420
encouragingly	108549
encumber	98986
encumbrance	18853,31326,63453
encyclopedia	34014
end product	17480
endear	101540
endearing	82152
endearingly	108128
endlessness	27401
endocrine	28795,29213,91027
endorphin	71044
endorse	97383,104709,104736,105220
endorsed	87401
endurable	87867
endure	95883,103071,105506,105646,105919,105920,105935
enduringness	27406,27407
enema	3517,3518,35277
enemy	39928,39939,42575,43544,47814,49448,49708
energetic	78852,78911
energetically	106828
energize	92737,95374
energy	19694,25289,25294,25295,25296,25298,26278,27291,27318,27321,39628,39834,43282,54088,66985
engagement ring	17483,24937
engine	17484,18779,19801,24917,53909
engrave	16242,99098,99099,101272,101356
engraved	75704
engraver	49460,49461
engraving	1930,4751,17490,17491,18378,18379,20208
engrossing	81479
enigmatically	108347
enjoy	38511,98376,98385,101604,101646,103078
enjoyable	84141
enjoyableness	25995
enjoyer	49462
enjoyment	2109,5436,25336,28091,28092,39626,39843
enlarge	93325,93342,93764,97189
enlarged	77091,77097,78889,80548,81697
enlighten	95679,97058,97353
enlightened	42585,78620,78810,78906,81258
enlightening	81370,81372
enlightenment	687,31104,32063,44914,66663
enormous	81705
enormously	107631
enormousness	27673
enquire	96165,96423,96430
enquirer	50392
enquiry	3218,31159,38000,38016
enrage	101485
enraged	74523
enragement	26248,39773
enrapture	101587
enraptured	81602
ensure	95858,96886
entangled	75369,79917,82499
enter	94318,97397,97811,99639,101129,102593,104409,104820,106022
entering	130,17500,38945
entertain	96084,101379,104926
entertainer	46925
entertainment	342,2109,2118,39372,39834
enthrall	101587
enthralling	74832
enthrallingly	108231
enthusiasm	25254,25294,25304,25355,27441,30524,39558,39566,39979,39980
enthusiastic	78915
enthusiastically	107572,109440
entitle	97531,104483,104706
entitlement	28046
entourage	43675,44758
entrails	27301,28639,40611,45108
entrance	130,625,6334,16514,17134,17253,17500,18129,24699,24777,29712,38945,45977,92729,101538
entranceway	17500,24777
entree	134,17500,24777,28020,40104
entryway	17500,21524,24777
enunciate	97294,97295
enunciation	37686
envelope	1560,17504,17505,17506,18267,28158,28318,46094,66043
enviable	78109
envious	78930
enviously	108388
enviousness	39949
environment	45286,45388,45483,45542,66390
envy	3845,26267,26269,39928,39946,39949,39951,101636,101639
ephedrine	70502
epidermal	90773
epidural	66876,89703
epilepsy	67168
epinephrine	29217
epiphany	38701,38702,73200
episode	22621,33839,34871,38145,38527
equation	110,848,25846,35129,66448
equilibrium	30472,63689,66201,66391
equivocal	77065,78970,84800
equivocator	50153
eraser	17521,18458,22290,22501
erasure	1089,1952,33808,34020
erect	29970,80411,80887,100828,102418
erectile	79256,80888
erecting	4613,16247
erection	267,4613,16247,17523,66920
erectness	27541,27560
ergonomic	89714
ergonomics	32279,32576
erode	93934,93937
eroded	88729
eroding	63829
erogenous	85854
erosion	5690,63721,63829,63830,69492
erotic	49488,86011
erotically	109900
eroticism	39611,39613,66918
eruption	6365,29875,38682,38971,39306,39312,66767,68409
eruptive	73985,81531,89717
escalate	94021
escalator	17526,33832
escapism	2111
escargot	41483
escort	4176,44758,48327,49098,49494,102641,102642
eskimo	36461,49495
esophageal	89722
esophagus	29816,29887
esoteric	78987
espresso	42407
essay	3967,4793,25355,33910,33912,33913,33916,105098,105104
essentiality	27997
estate agent	52118
estate car	14737,22777
esteem	26143,32917,34925,39676,69075,95982,95999
estrange	101619,105418
estranged	82171
estrangement	3958,39686,68959
estrogen	70690
etching	4751,17549,17550
eternal	82031,83874
eternalize	95343
eternity	27401,27406,27410,27411,66498,73472,73615
ethanol	70479
ether	17553,20740,33140,70478,71254
ethical	79016,85453,89728
ethics	25739,30512,32387,32698,45860
ethnicity	26092,42597
ethyl	70485
eulogize	96837
eulogy	35257,35258,35265,35504,38258
euphemism	34769,37540
euphonic	91261
euphoria	39832
euphoric	79033
eureka	71107
euro	64753
evacuation	161,1940,5647,63815
evaluate	95893,95944
evangelical	78919,91072,91073
evangelicalism	33039
evangelism	3698,38274
evangelist	49516,49517
evangelistic	78919,91074
evangelize	94503,96610
evasive	74733,78972,84633
evening	15164,40082,43869,73048,73057,73587
evening dress	18049
evening gown	16998
event	56,5604,5820,6181,38531,53880,54094,66435
eventful	78487,81110
eventuality	38531
evergreen	61854,79058
everlasting	27406,56152,82524,83874
everlastingness	27410
evermore	106807,108574
everywhere	106423
evil eye	4436
evildoing	3775
evoke	97075,100693,100694,100760,101321
exacerbation	1838,6187,39309
exact	26117,77530,79063,96293,97477
exaggerate	96658,105279
exaggerated	78888,78889,82608
exaggeratedly	107577
exaggeration	1802,27738,35591,35593,35637,37550
exam	38016
examination	628,3213,3216,3217,4437,4960,31106,31115,31167,34022,38001,38016
examinee	53247
examiner	49521,49522
exasperate	93606,101444,101607
exasperated	84166
exasperating	81459,84183
exasperatingly	106788
exasperation	2096,39775,39777,39782
excavation	111,4673,4676,4769,16846,17567,45209,46403
exchange	290,751,752,905,911,5533,5604,5616,5912,5913,5914,6273,13782,15811,17568,21600,37698,53873,93268,93361,93364,103777,104460
excitability	25276,30441
excitation	6409,31302,31303,39589,66910,66914
excite	95063,95373,95374,101330,101332,101333,101378,103102
excited	74258,79092,84867,87611
excitedly	107311
excitement	2758,6409,31302,39558,39589,39828,39961,66914
exciting	79104,87119
excitingly	108575
exclaim	96989,97289
exclaiming	37647
exclamation	36046,37529,37647,38087
exclamation mark	36046
exclamatory	78677
excommunicate	97536,104501
excommunication	960,68950
excrement	71293
excrete	92994
excruciate	92986,101520
excruciating	83614
excruciatingly	108099
excusatory	83140
excuse	6218,31268,34542,34902,34947,35506,35511,35600,38143,96897,96898,96900,96902,96905,96959
excuser	51523
executive director	49531
exercise	2129,2140,3158,3693,4524,4539,4797,18566,37223,39404,93126,93130,95610,98252,105277
exert	98252,103531,104364
exertion	2763,3142,3977,25355
exfoliate	93724,98748,98768,100088,100423
exfoliation	46472,54056
exhalation	4213,71229
exhale	92648,92650
exhaust pipe	17574,23885
exhausted	79133,80069,87855
exhaustible	79128,79589
exhausting	1940,78652,81551
exhaustion	1743,27150,38741,66812
exhaustive	76916
exhaustively	106608
exhibit	2581,31247,35471,44632,102111,103215,103259,105570
exhibition	2585,44632,45475
exhibition hall	17576,22823
exhibitioner	49538
exhibitionist	49539,49540
exhibitor	49538
exhilarate	101564
exhilarated	77959
exhilarating	79106,81546
exhilaration	39823,39828,39834,39961
exhortation	2913,32071,35143,35385,37725,38281,38282
existence	1,46613,66489
existential	34086,78775,89734,89735
exonerate	96951
exoskeleton	30086
exothermal	78847
expand	93846,93882,94119,95273,95274,97189,102902
expanse	27780,27784,27824,46099
expansion	1249,1792,1820,1832,37886,39118
expansive	76761,79035,79254,81136
expansiveness	25263,25382,25756
expect	92927,92928,95549,96119,96120,96292
expectable	79155
expectancy	31881,39736
expectantly	107971
expectation	31715,31854,32211,32212,39597,39735,46063,69319
expensive	27869,79183
expert	46932,86645
expertness	26304,30371
explain	96898,97116,97723
explainable	79214
explanation	687,31005,31136,31137,35492,35511,35612,37883,38104,38144,38209
explanatory	81364
expletive	37645,37651
explicable	79213
explicitly	106791,108811
explode	35378,93341,94097,94098,94099,94100,95870,96116,96756,97667,100354
exploration	1496,3213,4788,31099,38016
explore	95782,95784,95795,95799
explosion	1849,2856,35378,37082,37600,38628,39018,39194
explosively	108584,108585
exposed	76555,84623
expository	81365
expressed	79220,86980
expressible	79235
expression	1752,25519,26194,26594,26661,33418,34749,35458,36201,36220,37363,37379,37399,37401,37406,37567,37726,37785,37802,38104,63841
expressionism	44888
expressionist	49552,90511
expressive	76762
expressively	108588
expressiveness	26194
expressway	14405,17245,17590
exquisite	25750,75135,77964,78729,82477
extendable	82001
exterior	17620,45467,45468,79288
externalize	95222,96166
extinguishable	79260
extort	100695,103699,103701
extortion	3953,4877,5377,5378,62906
extraction	474,1928,4676,26725,31300,32023,63843
extracurricular	82705,83499,83500
extraneous	81506,81507,85117,85934
extrasensory	85883
extravagance	3765,3767,3768,25340,26088,26578,27722,27738,27739
extravagant	3768,38316,85246,87782
extravagantly	107561,107755,108591
extravaganza	2547
extremely	106538,106819,107640,109839
exuberance	25294,25304,25382,27719,27745,39825,39982
exuberant	73835,85246,86956
exuberantly	108524,108592
eye	17599,19451,20923,28700,28713,29875,30227,30456,30690,31871,45142,103350
eye contact	88,36217
eye opener	38571,42348
eye socket	28568
eyeball	28725,31871,103350
eyebrow	28711,28720
eyed	79294
eyedrop	65523
eyeful	4452,31231,49559
eyeglass	20352
eyeglasses	18389,20352,23219
eyehole	17602,21068,21069
eyelash	28711,28720
eyelet	16587,17602,21068
eyelid	15420,28713,28720
eyeliner	17603
eyepatch	17605,25084
eyepiece	17606
eyes	4440,29293,31871,32355
eyeshade	14886,19518,23729,30637
eyeshadow	17607
eyesight	28700,30450,30456,30732
eyesore	25590
eyestrain	66810
eyewitness	49561,103162
fable	33710,33713,33715,35586,37693,37799,38150
fabled	84896
fabric	4600,14244,15330,16150,17608,21126,26776,30208
fabrication	3812,4615,4685,4714,4763,30321,31701,35586
facade	17609,35590
face	15130,17610,17611,17612,25514,25517,25519,26285,26661,27984,30157,30158,31871,35930,36201,36203,36204,45082,46935,96541,97728,97792,98815,98819,102024,103204,105859,105860
face lift	1250,3400
face mask	17615,20352
face up	96541
faceless	75241
facelift	1250,1985,3400
faceplate	17616
facetious	81044
facetiousness	25374
facially	107171
facility	2272,2885,2924,17519,17619,25135,25670,25994,30266,30379,30382,32875,43202
facsimile	17623,17624,21190,21868,22053,97434
factory	17625,21367,23803,44290
factuality	25900
faculty	28096,30266,30276,30426,44049
fad	30932
fade	1079,2853,93092,93691,94672,94673
fade away	94794
faded	76254,78895
fail	93420,94736,95380,101504,104077,105066,105071,105072,105090,105094,105430
